Date,Verb,C1,Infinitive,C2,PresentTense,C3,PastTense,C4,PastParticiple,Ending,Irregular,Percent,
20/01/2021 12:03,"bear, carry",å bære,å bære,bærer,bærer,bar,bar,har båret,har baret,,Y,75,
20/01/2021 12:07,employ,å ansette,å ansette,ansetter,ansetter,ansatte,ansatte,har ansatt,har ansatt,,Y,100,
20/01/2021 12:10,open,å åpne,å åpne,åpner,åpner,åpnet,åpnet,har åpnet,har åpnet,et,,100,
21/01/2021 08:09,"bear, carry",å bære,å bære,bærer,bær,bar,bær,har båret,har bårett,,Y,25,
21/01/2021 08:10,ask,å be,å be,ber,ber,ba,bert,har bedt,hat batt,,Y,50,
21/01/2021 08:10,to move,å bevege,å bevege,beveger,beveger,beveget,beveget,har beveget,har beveget,et,,100,
21/01/2021 08:10,be,å bli,å bli,blir,blir,ble,bled,har blitt,har blett,,Y,50,
21/01/2021 08:11,"violate, break",å bryte,å bryte,bryter,bryter,brøt,btitte,har brutt,har britt,,Y,50,
21/01/2021 08:11,should,å burde,å burde,bør,burder,burde,burde,har burdet,har burdet,,Y,75,
21/01/2021 08:11,go/travel,å dra,å dra,drar,drar,dro,dra,har dratt,har dr,,Y,50,
21/01/2021 08:13,drink,å drikke,å drikke,drikker,drikker,drakk,druk,har drukket,har drakket,,Y,50,
21/01/2021 08:13,"operate, run",å drive,å drive,driver,driver,drev,dra,har drevet,har drevet,,Y,75,
21/01/2021 08:13,get/receive,å få,å få,får,får,fikk,fått,har fått,har fått,,Y,75,
21/01/2021 08:13,find,å finne,å finne,finner,finner,fant,funn,har funnet,har funnet,,Y,75,
21/01/2021 08:14,"be, feel",å føle seg,å føle,føler seg,føler seg,følte seg,følte seg,har følt seg,har følte seg,te,,50,
21/01/2021 08:15,prefer,å foretrekke,å foretrekke,foretrekker,foretrekker,foretrakk,foretrakk,har foretrukket,har foretrakket,,Y,75,
21/01/2021 08:15,disappear,å forsvinne,å forsvinne,forsvinner,forsvinner,forsvant,forsvant,har forsvunnet,har forsvantet,,Y,75,
21/01/2021 08:16,"tell, explain",å fortelle,å fortelle,forteller,forteller,fortalte,tortalt,har fortalt,har fortalt,,Y,75,
21/01/2021 08:16,continue,å fortsette,å fortsette,fortsetter,fortsetter,fortsatte,fortsatte,har fortsatt,har forstsatt,,Y,75,
21/01/2021 08:17,repeat,å gjenta,å gjenta,gjentar,gjenter,gjentok,gjen,har gjentatt,har gjentakk,,Y,25,
21/01/2021 08:18,do,å gjøre,å gjøre,gjør,gjør,gjorde,gjorde,har gjort,har gjørdet,,Y,75,
21/01/2021 08:18,jump,å hoppe,å hoppe,hopper,hopper,hoppet,hoppet,har hoppet,har hoppet,et,,100,
21/01/2021 08:18,to throw,å kaste,å ,kaster,kaster,kastet,kastet,har kastet,har kastet,et,,75,
21/01/2021 08:19,laugh,å le,å le,ler,ler,lo,li,har ledd,har lerr,,Y,50,
21/01/2021 08:25,lay/put,å legge,å legge,legger,legger,la,legg,har lagt,har legget,,Y,50,
21/01/2021 08:25,lie,å ligge,å ligge,ligger,ligger,lå,ligte,har ligget,har ligt,,Y,50,
21/01/2021 08:26,enjoy,å nyte,å nyte,nyter,nyter,nøt,nytte,har nytt,har nytt,,Y,75,
21/01/2021 08:26,exaggerate,å overdrive,å overdrive,overdriver,overdriver,overdrev,overdrev,har overdrevet,overdrevet,,Y,75,
21/01/2021 08:27,reach,å rekke,å rekke,rekker,rekker,rakte,rekkt,har rakt,har raktet,,Y,50,
21/01/2021 08:28,ride,å ri,å ri,rir,rir,red,ri,har ridd,har red,,Y,50,
21/01/2021 08:28,see,å se,å se,ser,ser,så,ser,har sett,har sått,,Y,50,
21/01/2021 08:29,send,å sende,å sende,sender,sender,sendte,sente,har sendt,har sendt,te,,75,
21/01/2021 08:29,set/put/place,å sette,å sette,setter,setter,satte,satt,har satt,har satt,,Y,75,
21/01/2021 08:29,"say, tell",å si,å si,sier,sir,sa,se,har sagt,har satt,,Y,25,
21/01/2021 08:33,sit,å sitte,å sitte,sitter,sitter,satt,satt,har sittet,har sattet,,Y,75,
21/01/2021 08:34,"hit, strike",å slå,å slå,slår,slår,slo,slår,har slått,har slodd,,Y,50,
21/01/2021 08:42,drop,å slippe,å slippe,slipper,slipper,slapp,slippet,har sluppet,har slappet,,Y,50,
21/01/2021 08:42,sneak,å snike,å snike,sniker,sniker,snek,snak,har sneket,har sneker,,,50,
21/01/2021 08:43,sleep,å sove,å sove,sover,sover,sov,sovt,har sovet,har sovet,,Y,75,
21/01/2021 08:43,ask,å spørre,å spørre,spør,spørrer,spurte,spurte,har spurt,har spurt,,Y,75,
21/01/2021 08:44,"stand, stand up",å stå,å stå,står,står,stod,st,har stått,har stod,,Y,50,
21/01/2021 08:44,"vote, agree",å stemme,å stemme,stemmer,stemmer,stemte,stemte,har stemt,har stemt,te,,100,
21/01/2021 08:44,steal,å stjele,å stjele,stjeler,stjeler,stjal,stjalt,har stjålet,har stjal,,Y,50,
21/01/2021 08:45,stroke,å stryke,å stryje,stryker,stryker,strøk,strek,har strøket,har strøk,,Y,25,
21/01/2021 08:45,take,å ta,å ta,tar,tar,tok,tok,har tatt,har tatt,,Y,100,
21/01/2021 08:46,count,å telle,å telle,teller,teller,talte,tellir,har talt,har talt,,Y,75,
21/01/2021 08:46,meet/hit,å treffe,å treffe,treffer,treffer,traff,traff,har truffet,har traffet,,Y,75,
21/01/2021 08:47,pull,å trekke,å trekke,trekker,trekker,trakk,trekkt,har trukket,har trakket,,,50,
21/01/2021 08:47,to joke ,å tulle,å telle,tuller,tuller,tullet,tull,har tullet,har tullet,et,,50,
21/01/2021 08:47,show,å vise,å snø,viser,viser,viste,vist,har vist,har vist,te,,50,
21/01/2021 08:47,know,å vite,å vite,vet,viter,visste,har viter,har visst,har visst,,Y,50,
22/01/2021 11:52,"bear, carry",å bære,å bære,bærer,bærer,bar,bar,har båret,har båret,,Y,100,
22/01/2021 11:53,ask,å be,å be,ber,ber,ba,bir,har bedt,har bådet,,Y,50,
22/01/2021 11:53,begin,å begynne,å begynne,begynner,begynner,begynte,begynte,har begynt,har begynt,te,,100,
22/01/2021 11:54,be,å bli,å bli,blir,blir,ble,ble,har blitt,har blåd,,Y,75,
22/01/2021 11:54,"violate, break",å bryte,å bryte,bryter,bryter,brøt,brøtt,har brutt,har brøt,,Y,50,
22/01/2021 11:54,should,å burde,å burde,bør,burder,burde,burde,har burdet,har burdet,,Y,75,
22/01/2021 11:54,die,å dø,å dø,dør,dør,døde,dødde,har dødd,har død,de,,50,
22/01/2021 11:55,go/travel,å dra,å dra,drar,drar,dro,drak,har dratt,har drevet,,Y,50,
22/01/2021 11:55,drink,å drikke,å drikke,drikker,drikker,drakk,drak,har drukket,har druket,,Y,50,
22/01/2021 11:55,"operate, run",å drive,å drive,driver,driver,drev,drev,har drevet,har drevet,,Y,100,
22/01/2021 11:56,get/receive,å få,å få,får,får,fikk,fått,har fått,har fått,,Y,75,
22/01/2021 11:56,find,å finne,å finne,finner,finner,fant,fan,har funnet,har finnet,,Y,50,
22/01/2021 11:56,"be, feel",å føle,å føle,føler,føler,følte,følte,har følt,har følt,te,,100,
22/01/2021 11:57,prefer,å foretrekke,å foretrekke,foretrekker,foretrekker,foretrakk,foretrak,har foretrukket,har foretrakket,,Y,50,
22/01/2021 11:57,understand,å forstå,å forstå,forstår,forsår,forsto,forstor,har forstått,har forstod,,Y,25,
22/01/2021 11:58,disappear,å forsvinne,å forsvinne,forsvinner,forsvinner,forsvant,forsvant,har forsvunnet,har forsvant,,Y,75,
22/01/2021 11:58,"tell, explain",å fortelle,å fortelle,forteller,forteller,fortalte,fortalt,har fortalt,har fortalt,,Y,75,
22/01/2021 11:58,continue,å fortsette,å fortsette,fortsetter,fortsetter,fortsatte,forstsatte,har fortsatt,har fortsatt,,Y,75,
22/01/2021 11:59,"go, walk",å gå,å gå,går,går,gikk,gikk,har gått,har gått,,Y,100,
22/01/2021 11:59,give,å gi,å gi,gir,gir,gav,gok,har gitt,har gitt,,Y,75,
22/01/2021 12:00,repeat,å gjenta,å gjenta,gjentar,gjentar,gjentok,gjentok,har gjentatt,har gjentok,,Y,75,
22/01/2021 12:00,do,å gjøre,å gjøre,gjør,gjor,gjorde,har gjørd,har gjort,har gjørd,,Y,25,
22/01/2021 12:01,have,å ha,å ha,har,har,hadde,hadde,har hatt,har hatt,,Y,100,
22/01/2021 12:01,"fetch, bring",å hente,å hente,henter,henter,hentet,hentet,har hentet,har hentet,et,,100,
22/01/2021 12:01,be called/named,å hete,å heter,heter,heter,hette,hette,har hett,har hett,te,,75,
22/01/2021 12:02,to throw,å kaste,å kaste,kaster,kaster,kastet,kastet,har kastet,har kastet,et,,100,
22/01/2021 12:02,laugh,å le,å le,ler,ler,lo,lir,har ledd,har lett,,Y,50,
22/01/2021 12:02,lay/put,å legge,å legge,legger,legger,la,legt,har lagt,har lett,,Y,50,
22/01/2021 12:02,"live, be alive",å leve,å bø,lever,lever,levde,levde,har levd,har levd,de,,75,
22/01/2021 12:03,lie,å ligge,å ligge,ligger,liggert,lå,ligg,har ligget,har ligt,,Y,25,
22/01/2021 12:03,enjoy,å nyte,å nyte,nyter,nyter,nøt,nytt,har nytt,har nytt,,Y,75,
22/01/2021 12:03,to fix,å ordne,å ordne,ordner,ordner,ordnet,ordnet,har ordnet,har ordnet,et,,100,
22/01/2021 12:04,exaggerate,å overdrive,å overdrive,overdriver,overdriver,overdrev,overdrev,har overdrevet,har overdrevet,,Y,100,
22/01/2021 12:04,"clean, polish",å pusse,pusse,pusser,pusser,pusset,pusset,har pusset,har pusset,et,,75,
22/01/2021 12:06,reach,å rekke,å rekke,rekker,rekker,rakte,rek,har rakt,ar rekket,,Y,50,
22/01/2021 12:07,ride,å ri,å ri,rir,rir,red,ror,har ridd,har redet,,Y,50,
22/01/2021 12:07,see,å se,å se,ser,ser,så,sir,har sett,har sir,,Y,50,
22/01/2021 12:07,sell,å selge,å selge,selger,selger,solgte,solgt,har solgt,har solgt,,Y,75,
22/01/2021 12:07,send,å sende,å sende,sender,sender,sendte,sendte,har sendt,har sendt,te,,100,
22/01/2021 12:08,set/put/place,å sette,å sette,setter,setter,satte,satt,har satt,har satt,,Y,75,
22/01/2021 12:08,"say, tell",å si,å si,sier,sir,sa,se,har sagt,har satt,,Y,25,
22/01/2021 12:08,sit,å sitte,å sitte,sitter,sitter,satt,satte,har sittet,har satt,,Y,50,
22/01/2021 12:08,cut,å skjære,å skjære,skjærer,skjær,skar,skjær,har skåret,har skjærer,te,Y,25,
22/01/2021 12:09,understand,å skjønne,å skjønne,skjønner,skjønner,skjønte,skjønte,har skjønt,har skjønt,,Y,100,
22/01/2021 12:09,"hit, strike",å slå,å slå,slår,slår,slo,slør,har slått,har slo,,Y,50,
22/01/2021 12:10,drop,å slippe,å slippe,slipper,slipper,slapp,slipt,har sluppet,har slappet,,Y,50,
22/01/2021 12:10,"end, close",å slutte,å slutte,slutter,slutter,sluttet,slutt,har sluttet,har sluttet,et,,75,
22/01/2021 12:10,sneak,å snike,å snike,sniker,sniker,snek,snekt,har sneket,har sneket,,,75,
22/01/2021 12:11,sleep,å sove,å sove,sover,sover,sov,sov,har sovet,har sovet,,Y,100,
22/01/2021 12:11,ask,å spørre,å spørre,spør,spør,spurte,spurte,har spurt,har spurt,,Y,100,
22/01/2021 12:11,"stand, stand up",å stå,å stå,står,står,stod,sta,har stått,har stodet,,Y,50,
22/01/2021 12:11,steal,å stjele,å stjele,stjeler,stjeler,stjal,stjelt,har stjålet,har stjalet,,Y,50,
22/01/2021 12:12,stroke,å stryke,å stryje,stryker,stryker,strøk,strykte,har strøket,har strøk,,Y,25,
22/01/2021 12:12,count,å telle,å telle,teller,teller,talte,talt,har talt,har tlt,,Y,50,
22/01/2021 12:12,meet/hit,å treffe,å treffe,treffer,treffer,traff,treffe,har truffet,har traffet,,Y,50,
22/01/2021 12:13,pull,å trekke,å trekke,trekker,trekker,trakk,trakk,har trukket,har trakket,,,75,
22/01/2021 12:13,to joke ,å tulle,å tulle,tuller,tuller,tullet,tullet,har tullet,har tullet,et,,100,
22/01/2021 12:13,show,å vise,å vise,viser,viser,viste,viste,har vist,har vist,te,,100,
22/01/2021 12:13,know,å vite,å vite,vet,viter,visste,vite,har visst,har visste,,Y,25,
23/01/2021 10:12,be,å bli,å bli,blir,blir,ble,ble,har blitt,har bledd,,Y,75,
23/01/2021 10:12,"violate, break",å bryte,å bryte,bryter,bryter,brøt,brøtt,har brutt,har brøtt,,Y,50,
23/01/2021 10:13,should,å burde,å burde,bør,burder,burde,burde,har burdet,har burd,,Y,50,
23/01/2021 10:14,die,å dø,å dø,dør,dør,døde,døde,har dødd,har dødd,de,,100,
23/01/2021 10:14,go/travel,å dra,å dra,drar,drar,dro,drev,har dratt,har drevet,,Y,50,
23/01/2021 10:14,drink,å drikke,å drikke,drikker,drikker,drakk,drakk,har drukket,har drukket,,Y,100,
23/01/2021 10:14,get/receive,å få,å få,får,får,fikk,fått,har fått,har fått,,Y,75,
23/01/2021 10:15,find,å finne,å finne,finner,finner,fant,fante,har funnet,har fant,,Y,50,
23/01/2021 10:15,prefer,å foretrekke,å foretrekke,foretrekker,foretrekker,foretrakk,foretrakk,har foretrukket,har foretrakket,,Y,75,
23/01/2021 10:16,disappear,å forsvinne,å forsvinne,forsvinner,forsvinner,forsvant,forsvan,har forsvunnet,har forsvant,,Y,50,
23/01/2021 10:17,"tell, explain",å fortelle,å fortelle,forteller,forteller,fortalte,fortalte,har fortalt,har fortalt,,Y,100,
23/01/2021 10:17,continue,å fortsette,å fortsette,fortsetter,fortsatte,fortsatte,fortsatte,har fortsatt,har fortsatt,,Y,75,
23/01/2021 10:18,give,å gi,å gi,gir,gir,gav,gikk,har gitt,har gavet,,Y,50,
23/01/2021 10:18,repeat,å gjenta,å gjenta,gjentar,gjentar,gjentok,gjentok,har gjentatt,har gjentatt,,Y,100,
23/01/2021 10:21,do,å gjøre,å gjøre,gjør,gjør,gjorde,gjørde,har gjort,har gjørd,,Y,50,
23/01/2021 10:22,be called/named,å hete,å hete,heter,heter,hette,hette,har hett,har hett,te,,100,
23/01/2021 10:22,come,å komme,å komme,kommer,kommer,kom,kom,har kommet,har komet,,Y,75,
23/01/2021 10:23,laugh,å le,å le,ler,ler,lo,lev,har ledd,har levd,,Y,50,
23/01/2021 10:23,lay/put,å legge,å legge,legger,legger,la,legte,har lagt,har leget,,Y,50,
23/01/2021 10:23,"live, be alive",å leve,å live,lever,lever,levde,levde,har levd,har levd,de,,75,
23/01/2021 10:23,lie,å ligge,å ligge,ligger,ligger,lå,ligte,har ligget,har lå,,Y,50,
23/01/2021 10:24,enjoy,å nyte,å nyte,nyter,nyter,nøt,nytt,har nytt,har nytt,,Y,75,
23/01/2021 10:24,"clean, polish",å pusse,å pusse,pusser,pusser,pusset,pusset,har pusset,har pusset,et,,100,
23/01/2021 10:24,reach,å rekke,å rekke,rekker,rekker,rakte,rekker,har rakt,har raktet,,Y,50,
23/01/2021 10:25,ride,å ri,å ri,rir,rir,red,red,har ridd,har riv,,Y,75,
23/01/2021 10:25,see,å se,å se,ser,ser,så,sier,har sett,har sier,,Y,50,
23/01/2021 10:26,sell,å selge,å selge,selger,selger,solgte,solgt,har solgt,har solgt,,Y,75,
23/01/2021 10:26,set/put/place,å sette,å sette,setter,setter,satte,satte,har satt,har satt,,Y,100,
23/01/2021 10:26,"say, tell",å si,å si,sier,sir,sa,sir,har sagt,har satt,,Y,25,
23/01/2021 10:26,sit,å sitte,å sitte,sitter,sitter,satt,sittet,har sittet,har sattert,,Y,50,
23/01/2021 10:27,cut,å skjære,å skjære,skjærer,skjærer,skar,skjært,har skåret,har skjæret,te,Y,50,
23/01/2021 10:27,"hit, strike",å slå,å slå,slår,slår,slo,slødd,har slått,har slødd,,Y,50,
23/01/2021 10:28,drop,å slippe,å slippe,slipper,slipper,slapp,slipte,har sluppet,har slappet,,Y,50,
23/01/2021 10:28,"end, close",å slutte,å slutte,slutter,slutter,sluttet,sluttet,har sluttet,har sluttet,et,,100,
23/01/2021 10:28,sneak,å snike,å snike,sniker,sniker,snek,snek,har sneket,har sniker,,,75,
23/01/2021 10:28,"stand, stand up",å stå,å stå,står,står,stod,st,har stått,har stått,,Y,75,
23/01/2021 10:29,steal,å stjele,å stjele,stjeler,stjeler,stjal,stjelte,har stjålet,har stjalte,,Y,50,
23/01/2021 10:29,stroke,å stryke,å stryke,stryker,stryker,strøk,stryket,har strøket,har strykett,,Y,50,
23/01/2021 10:29,count,å telle,å telle,teller,teller,talte,tol,har talt,har tat,,Y,50,
23/01/2021 10:30,meet/hit,å treffe,å treffe,treffer,treffer,traff,traffe,har truffet,har traffet,,Y,50,
23/01/2021 10:30,pull,å trekke,å trekke,trekker,trekker,trakk,trakk,har trukket,har trukket,,,100,
23/01/2021 10:30,know,å vite,å vite,vet,viter,visste,vite,har visst,har visst,,Y,50,
24/01/2021 09:34,be,å bli,å bli,blir,blir,ble,ble,har blitt,har bled,,Y,75,
24/01/2021 09:35,"violate, break",å bryte,å bryte,bryter,bryter,brøt,brøt,har brutt,har brøt,,Y,75,
24/01/2021 09:35,should,å burde,å burde,bør,burder,burde,burde,har burdet,har burdet,,Y,75,
24/01/2021 09:36,go/travel,å dra,å dra,drar,drar,dro,drev,har dratt,har drovet,,Y,50,
24/01/2021 09:36,get/receive,å få,å få,får,får,fikk,fikk,har fått,har fikket,,Y,75,
24/01/2021 09:36,find,å finne,å finne,finner,fionner,fant,fund,har funnet,har funnet,,Y,50,
24/01/2021 09:36,prefer,å foretrekke,å foretrekke,foretrekker,foretrekker,foretrakk,foretrakke,har foretrukket,har foretrakk,,Y,50,
24/01/2021 09:37,disappear,å forsvinne,å forsvinne,forsvinner,forsvinner,forsvant,forsvant,har forsvunnet,har forsvunnet,,Y,100,
24/01/2021 09:38,continue,å fortsette,å fortsette,fortsetter,forstsetter,fortsatte,forstsatte,har fortsatt,har fortsatt,,Y,50,
24/01/2021 09:38,give,å gi,å gi,gir,gir,gav,gikk,har gitt,har gikk,,Y,50,
24/01/2021 09:39,do,å gjøre,å gjør,gjør,gjør,gjorde,gjørde,har gjort,har gjordet,,Y,25,
24/01/2021 09:42,laugh,å le,å le,ler,ler,lo,li,har ledd,har lett,,Y,50,
24/01/2021 09:44,lay/put,å legge,å legge,legger,legger,la,legte,har lagt,har legt,,Y,50,
24/01/2021 09:44,"live, be alive",å leve,å bo,lever,lever,levde,levde,har levd,har levd,de,,75,
24/01/2021 09:44,lie,å ligge,å ligge,ligger,ligger,lå,ligte,har ligget,har ligget,,Y,75,
24/01/2021 09:45,enjoy,å nyte,å nyte,nyter,nytter,nøt,nytte,har nytt,har nytt,,Y,50,
24/01/2021 09:46,reach,å rekke,å rekke,rekker,rekker,rakte,rekte,har rakt,har rakt,,Y,75,
24/01/2021 09:46,ride,å ri,å ri,rir,rir,red,red,har ridd,har ritt,,Y,75,
24/01/2021 09:47,see,å se,å se,ser,ser,så,sier,har sett,har sått,,Y,50,
24/01/2021 09:47,sell,å selge,å selge,selger,selger,solgte,solgt,har solgt,har solgt,,Y,75,
24/01/2021 09:47,"say, tell",å si,å si,sier,sir,sa,sier,har sagt,har sått,,Y,25,
24/01/2021 09:47,sit,å sitte,å sitte,sitter,sitter,satt,satte,har sittet,har satt,,Y,50,
24/01/2021 09:47,cut,å skjære,å skjære,skjærer,skjært,skar,skjært,har skåret,har skjæret,te,Y,25,
24/01/2021 09:48,"hit, strike",å slå,å slå,slår,slår,slo,sløtt,har slått,har slott,,Y,50,
24/01/2021 09:48,drop,å slippe,å slippe,slipper,slippert,slapp,slept,har sluppet,har slappet,,Y,25,
24/01/2021 09:48,sneak,å snike,å snike,sniker,sniker,snek,snekt,har sneket,har sneket,,,75,
24/01/2021 09:48,"stand, stand up",å stå,å slå,står,står,stod,ste,har stått,har stodet,,Y,25,
24/01/2021 09:48,steal,å stjele,å stjele,stjeler,stjeler,stjal,stjelt,har stjålet,har stjal,,Y,50,
24/01/2021 09:49,stroke,å stryke,å stryke,stryker,stryker,strøk,strek,har strøket,har støket,,Y,50,
24/01/2021 09:50,count,å telle,å telle,teller,teller,talte,tolt,har talt,har talt,,Y,75,
24/01/2021 09:50,meet/hit,å treffe,å treffe ,treffer,treffer,traff,traff,har truffet,har traffet,,Y,50,
24/01/2021 09:50,know,å vite,å vite,vet,viter,visste,vite,har visst,har visst,,Y,50,
25/01/2021 09:55,be,å bli,å bli,blir,blir,ble,ble,har blitt,har bledd,,Y,75,
25/01/2021 09:55,"violate, break",å bryte,å bryte,bryter,bryter,brøt,brytte,har brutt,har brytt,,Y,50,
25/01/2021 09:56,should,å burde,å burde,bør,burder,burde,burder,har burdet,har burd,,Y,25,
25/01/2021 09:56,go/travel,å dra,å dra,drar,drar,dro,drev,har dratt,har drevet,,Y,50,
26/01/2021 10:09,employ,å ansette,å ansette,ansetter,ansetter,ansatte,ansatte,har ansatt,har ansatt,,Y,100,
26/01/2021 10:10,open,å åpne,å åpne,åpner,åpner,åpnet,åpnet,har åpnet,har åpnet,et,,100,
26/01/2021 10:11,work,å arbeide,å arbeide,arbeider,arbeider,arbeidet,arbeidet,har arbeidet,har arbeidet,et,,100,
26/01/2021 10:11,interrupt,å avbryte,å avbryte,avbryter,avbryter,avbrøt,avbryt,har avbrutt,har avbrøtt,,Y,50,
26/01/2021 10:11,"bear, carry",å bære,å bære,bærer,bæarer,bar,bar,har båret,har bårett,,Y,50,
26/01/2021 10:12,to bake,å bake,å bake,baker,baker,bakte,bakte,har bakt,har bakt,te,,100,
26/01/2021 10:12,ask,å be,å be,ber,ber,ba,ble,har bedt,har bått,,Y,50,
26/01/2021 10:12,begin,å begynne,å begynne,begynner,begynner,begynte,begynte,har begynt,har begynt,te,,100,
26/01/2021 10:12,pay,å betale,å betale,betaler,betaler,betalte,betalte,har betalt,har betalt,te,,100,
26/01/2021 10:13,"mean, signify",å bety,å bety,betyr,betyer,betydde,betydde,har betydd,har betydd,dde,,75,
26/01/2021 10:13,to move,å bevege,å begestre,beveger,beveger,beveget,beveget,har beveget,bevegt,et,,50,
26/01/2021 10:13,be,å bli,å bli,blir,blir,ble,ble,har blitt,har blatt,,Y,75,
26/01/2021 10:14,"live, reside",å bo,å bø,bor,bor,bodde,bodde,har bodd,har bodd,dde,,75,
26/01/2021 10:14,use,å bruke,å bruke,bruker,bruker,brukte,brukte,har brukt,har brukt,te,,100,
26/01/2021 10:14,"violate, break",å bryte,å bryte,bryter,bryter,brøt,brytt,har brutt,har brott,,Y,50,
26/01/2021 10:14,should,å burde,å burde,bør,burder,burde,burde,har burdet,har børdet,,Y,50,
26/01/2021 10:15,to cover,å dekke,å dekke,dekker,dekker,dekket,dekket,har dekket,har dekket,et,,100,
26/01/2021 10:16,die,å dø,å dø,dør,dør,døde,døde,har dødd,har død,de,,75,
26/01/2021 10:17,go/travel,å dra,å dra,drar,drar,dro,drev,har dratt,har do,,Y,50,
26/01/2021 10:17,drink,å drikke,å drikke,drikker,drikker,drakk,drakk,har drukket,har drukket,,Y,100,
26/01/2021 10:17,"operate, run",å drive,å drive,driver,driver,drev,drev,har drevet,har drevet,,Y,100,
26/01/2021 10:18,shower,å dusje,å dusje,dusjer,dusjer,dusjet,dusjet,har dusjet,har dusjet,et,,100,
26/01/2021 10:18,get/receive,å få,å få,får,får,fikk,fikk,har fått,har fått,,Y,100,
26/01/2021 10:19,find,å finne,å finne,finner,finner,fant,finde,har funnet,har findet,,Y,50,
26/01/2021 10:19,"be, feel",å føle,å føle,føler,føler,følte,følte,har følt,har følt,te,,100,
26/01/2021 10:19,prefer,å foretrekke,å foretrekke,foretrekker,foretrekker,foretrakk,foretrakk,har foretrukket,har foretrakk,,Y,75,
26/01/2021 10:20,explain,å forklare,å fortelle,forklarer,forklarer,forklarte,forklarte,har forklart,har forklart,te,,75,
26/01/2021 10:20,understand,å forstå,å forstå,forstår,forstår,forsto,forstøv,har forstått,har forsto,,Y,50,
26/01/2021 10:21,disappear,å forsvinne,å forsvinne,forsvinner,forsvinner,forsvant,forsvant,har forsvunnet,har forsvantet,,Y,75,
26/01/2021 10:21,"tell, explain",å fortelle,å fortelle,forteller,forteller,fortalte,fortalte,har fortalt,har fortalt,,Y,100,
26/01/2021 10:21,continue,å fortsette,å fortsette,fortsetter,fortsetter,fortsatte,fortsatte,har fortsatt,har fortsatt,,Y,100,
26/01/2021 10:22,"go, walk",å gå,å gå,går,går,gikk,gikk,har gått,har gått,,Y,100,
26/01/2021 10:22,give,å gi,å gi,gir,gir,gav,gave,har gitt,har gavet,,Y,50,
26/01/2021 10:23,marry,å gifte,å gifte,gifter,gifter,giftet,giftet,har giftet,har giftet,et,,100,
26/01/2021 10:23,to hide,å gjemme,å gjemme,gjemmer,gjemmer,gjemte,gjemte,har gjemt,har gjemt,te,,100,
26/01/2021 10:23,repeat,å gjenta,å gjenta,gjentar,gjentar,gjentok,gjentok,har gjentatt,har gjentatt,,Y,100,
26/01/2021 10:23,do,å gjøre,å gjøre,gjør,gjører,gjorde,gjøre,har gjort,har gjørd,,Y,25,
